,Driver,DriverNumber,LapTime,LapNumber,Compound,TyreLife,Year,GrandPrix
410,ZHO,24,108.077,47.0,MEDIUM,14.0,2024,Azerbaijan Grand Prix
411,ZHO,24,108.505,48.0,MEDIUM,15.0,2024,Azerbaijan Grand Prix
412,ZHO,24,108.049,49.0,MEDIUM,16.0,2024,Azerbaijan Grand Prix
413,ZHO,24,,50.0,MEDIUM,17.0,2024,Azerbaijan Grand Prix
414,ZHO,24,,51.0,MEDIUM,18.0,2024,Azerbaijan Grand Prix
415,HUL,27,123.833,1.0,MEDIUM,1.0,2024,Azerbaijan Grand Prix
416,HUL,27,112.034,2.0,MEDIUM,2.0,2024,Azerbaijan Grand Prix
417,HUL,27,110.45,3.0,MEDIUM,3.0,2024,Azerbaijan Grand Prix
418,HUL,27,110.277,4.0,MEDIUM,4.0,2024,Azerbaijan Grand Prix
419,HUL,27,109.113,5.0,MEDIUM,5.0,2024,Azerbaijan Grand Prix
420,HUL,27,109.761,6.0,MEDIUM,6.0,2024,Azerbaijan Grand Prix
421,HUL,27,109.918,7.0,MEDIUM,7.0,2024,Azerbaijan Grand Prix
422,HUL,27,109.333,8.0,MEDIUM,8.0,2024,Azerbaijan Grand Prix
423,HUL,27,109.819,9.0,MEDIUM,9.0,2024,Azerbaijan Grand Prix
424,HUL,27,109.401,10.0,MEDIUM,10.0,2024,Azerbaijan Grand Prix
425,HUL,27,109.554,11.0,MEDIUM,11.0,2024,Azerbaijan Grand Prix
426,HUL,27,109.484,12.0,MEDIUM,12.0,2024,Azerbaijan Grand Prix
427,HUL,27,109.797,13.0,MEDIUM,13.0,2024,Azerbaijan Grand Prix
428,HUL,27,110.366,14.0,MEDIUM,14.0,2024,Azerbaijan Grand Prix
429,HUL,27,114.956,15.0,MEDIUM,15.0,2024,Azerbaijan Grand Prix
430,HUL,27,126.435,16.0,HARD,1.0,2024,Azerbaijan Grand Prix
431,HUL,27,109.105,17.0,HARD,2.0,2024,Azerbaijan Grand Prix
432,HUL,27,109.153,18.0,HARD,3.0,2024,Azerbaijan Grand Prix
433,HUL,27,108.539,19.0,HARD,4.0,2024,Azerbaijan Grand Prix
434,HUL,27,108.001,20.0,HARD,5.0,2024,Azerbaijan Grand Prix
435,HUL,27,108.275,21.0,HARD,6.0,2024,Azerbaijan Grand Prix
436,HUL,27,108.925,22.0,HARD,7.0,2024,Azerbaijan Grand Prix
437,HUL,27,108.804,23.0,HARD,8.0,2024,Azerbaijan Grand Prix
438,HUL,27,107.925,24.0,HARD,9.0,2024,Azerbaijan Grand Prix
439,HUL,27,108.093,25.0,HARD,10.0,2024,Azerbaijan Grand Prix
440,HUL,27,108.387,26.0,HARD,11.0,2024,Azerbaijan Grand Prix
441,HUL,27,108.337,27.0,HARD,12.0,2024,Azerbaijan Grand Prix
442,HUL,27,108.567,28.0,HARD,13.0,2024,Azerbaijan Grand Prix
443,HUL,27,108.314,29.0,HARD,14.0,2024,Azerbaijan Grand Prix
444,HUL,27,108.263,30.0,HARD,15.0,2024,Azerbaijan Grand Prix
445,HUL,27,108.105,31.0,HARD,16.0,2024,Azerbaijan Grand Prix
446,HUL,27,109.185,32.0,HARD,17.0,2024,Azerbaijan Grand Prix
447,HUL,27,107.811,33.0,HARD,18.0,2024,Azerbaijan Grand Prix
448,HUL,27,108.69,34.0,HARD,19.0,2024,Azerbaijan Grand Prix
449,HUL,27,109.429,35.0,HARD,20.0,2024,Azerbaijan Grand Prix
450,HUL,27,108.542,36.0,HARD,21.0,2024,Azerbaijan Grand Prix
451,HUL,27,108.515,37.0,HARD,22.0,2024,Azerbaijan Grand Prix
452,HUL,27,109.638,38.0,HARD,23.0,2024,Azerbaijan Grand Prix
453,HUL,27,108.637,39.0,HARD,24.0,2024,Azerbaijan Grand Prix
454,HUL,27,108.125,40.0,HARD,25.0,2024,Azerbaijan Grand Prix
455,HUL,27,107.993,41.0,HARD,26.0,2024,Azerbaijan Grand Prix
456,HUL,27,107.691,42.0,HARD,27.0,2024,Azerbaijan Grand Prix
457,HUL,27,108.322,43.0,HARD,28.0,2024,Azerbaijan Grand Prix
458,HUL,27,107.934,44.0,HARD,29.0,2024,Azerbaijan Grand Prix
459,HUL,27,107.827,45.0,HARD,30.0,2024,Azerbaijan Grand Prix
460,HUL,27,107.957,46.0,HARD,31.0,2024,Azerbaijan Grand Prix
461,HUL,27,107.693,47.0,HARD,32.0,2024,Azerbaijan Grand Prix
462,HUL,27,109.587,48.0,HARD,33.0,2024,Azerbaijan Grand Prix
463,HUL,27,109.408,49.0,HARD,34.0,2024,Azerbaijan Grand Prix
464,HUL,27,145.325,50.0,HARD,35.0,2024,Azerbaijan Grand Prix
465,HUL,27,,51.0,HARD,36.0,2024,Azerbaijan Grand Prix
466,RIC,3,123.929,1.0,HARD,2.0,2024,Azerbaijan Grand Prix
467,RIC,3,112.896,2.0,HARD,3.0,2024,Azerbaijan Grand Prix
468,RIC,3,111.71,3.0,HARD,4.0,2024,Azerbaijan Grand Prix
469,RIC,3,109.436,4.0,HARD,5.0,2024,Azerbaijan Grand Prix
470,RIC,3,109.69,5.0,HARD,6.0,2024,Azerbaijan Grand Prix
471,RIC,3,109.7,6.0,HARD,7.0,2024,Azerbaijan Grand Prix
472,RIC,3,109.297,7.0,HARD,8.0,2024,Azerbaijan Grand Prix
473,RIC,3,109.721,8.0,HARD,9.0,2024,Azerbaijan Grand Prix
474,RIC,3,109.513,9.0,HARD,10.0,2024,Azerbaijan Grand Prix
475,RIC,3,110.118,10.0,HARD,11.0,2024,Azerbaijan Grand Prix
476,RIC,3,110.332,11.0,HARD,12.0,2024,Azerbaijan Grand Prix
477,RIC,3,110.73,12.0,HARD,13.0,2024,Azerbaijan Grand Prix
478,RIC,3,110.925,13.0,HARD,14.0,2024,Azerbaijan Grand Prix
479,RIC,3,111.455,14.0,HARD,15.0,2024,Azerbaijan Grand Prix
480,RIC,3,113.237,15.0,HARD,16.0,2024,Azerbaijan Grand Prix
481,RIC,3,111.252,16.0,HARD,17.0,2024,Azerbaijan Grand Prix
482,RIC,3,111.619,17.0,HARD,18.0,2024,Azerbaijan Grand Prix
483,RIC,3,111.379,18.0,HARD,19.0,2024,Azerbaijan Grand Prix
484,RIC,3,111.033,19.0,HARD,20.0,2024,Azerbaijan Grand Prix
485,RIC,3,111.449,20.0,HARD,21.0,2024,Azerbaijan Grand Prix
486,RIC,3,111.501,21.0,HARD,22.0,2024,Azerbaijan Grand Prix
487,RIC,3,112.589,22.0,HARD,23.0,2024,Azerbaijan Grand Prix
488,RIC,3,111.304,23.0,HARD,24.0,2024,Azerbaijan Grand Prix
489,RIC,3,110.531,24.0,HARD,25.0,2024,Azerbaijan Grand Prix
490,RIC,3,110.119,25.0,HARD,26.0,2024,Azerbaijan Grand Prix
491,RIC,3,109.724,26.0,HARD,27.0,2024,Azerbaijan Grand Prix
492,RIC,3,109.355,27.0,HARD,28.0,2024,Azerbaijan Grand Prix
493,RIC,3,109.328,28.0,HARD,29.0,2024,Azerbaijan Grand Prix
494,RIC,3,108.994,29.0,HARD,30.0,2024,Azerbaijan Grand Prix
495,RIC,3,109.231,30.0,HARD,31.0,2024,Azerbaijan Grand Prix
496,RIC,3,108.948,31.0,HARD,32.0,2024,Azerbaijan Grand Prix
497,RIC,3,108.668,32.0,HARD,33.0,2024,Azerbaijan Grand Prix
498,RIC,3,108.457,33.0,HARD,34.0,2024,Azerbaijan Grand Prix
499,RIC,3,108.549,34.0,HARD,35.0,2024,Azerbaijan Grand Prix
500,RIC,3,108.869,35.0,HARD,36.0,2024,Azerbaijan Grand Prix
501,RIC,3,108.755,36.0,HARD,37.0,2024,Azerbaijan Grand Prix
502,RIC,3,108.623,37.0,HARD,38.0,2024,Azerbaijan Grand Prix
503,RIC,3,108.864,38.0,HARD,39.0,2024,Azerbaijan Grand Prix
504,RIC,3,108.38,39.0,HARD,40.0,2024,Azerbaijan Grand Prix
505,RIC,3,108.452,40.0,HARD,41.0,2024,Azerbaijan Grand Prix
506,RIC,3,108.54,41.0,HARD,42.0,2024,Azerbaijan Grand Prix
507,RIC,3,108.863,42.0,HARD,43.0,2024,Azerbaijan Grand Prix
508,RIC,3,108.924,43.0,HARD,44.0,2024,Azerbaijan Grand Prix
509,RIC,3,108.762,44.0,HARD,45.0,2024,Azerbaijan Grand Prix
510,RIC,3,108.507,45.0,HARD,46.0,2024,Azerbaijan Grand Prix
511,RIC,3,108.679,46.0,HARD,47.0,2024,Azerbaijan Grand Prix
512,RIC,3,109.14,47.0,HARD,48.0,2024,Azerbaijan Grand Prix
513,RIC,3,109.604,48.0,HARD,49.0,2024,Azerbaijan Grand Prix
514,RIC,3,113.511,49.0,HARD,50.0,2024,Azerbaijan Grand Prix
515,RIC,3,,50.0,SOFT,1.0,2024,Azerbaijan Grand Prix
516,RIC,3,,51.0,SOFT,2.0,2024,Azerbaijan Grand Prix
517,OCO,31,126.969,1.0,HARD,4.0,2024,Azerbaijan Grand Prix
518,OCO,31,113.518,2.0,HARD,5.0,2024,Azerbaijan Grand Prix
519,OCO,31,112.028,3.0,HARD,6.0,2024,Azerbaijan Grand Prix
520,OCO,31,111.514,4.0,HARD,7.0,2024,Azerbaijan Grand Prix
521,OCO,31,113.318,5.0,HARD,8.0,2024,Azerbaijan Grand Prix
522,OCO,31,111.59,6.0,HARD,9.0,2024,Azerbaijan Grand Prix
523,OCO,31,111.006,7.0,HARD,10.0,2024,Azerbaijan Grand Prix
524,OCO,31,111.396,8.0,HARD,11.0,2024,Azerbaijan Grand Prix
525,OCO,31,111.284,9.0,HARD,12.0,2024,Azerbaijan Grand Prix
526,OCO,31,111.515,10.0,HARD,13.0,2024,Azerbaijan Grand Prix
527,OCO,31,110.455,11.0,HARD,14.0,2024,Azerbaijan Grand Prix
528,OCO,31,110.578,12.0,HARD,15.0,2024,Azerbaijan Grand Prix
529,OCO,31,109.904,13.0,HARD,16.0,2024,Azerbaijan Grand Prix
530,OCO,31,110.542,14.0,HARD,17.0,2024,Azerbaijan Grand Prix
531,OCO,31,110.556,15.0,HARD,18.0,2024,Azerbaijan Grand Prix
532,OCO,31,111.138,16.0,HARD,19.0,2024,Azerbaijan Grand Prix
533,OCO,31,112.19,17.0,HARD,20.0,2024,Azerbaijan Grand Prix
534,OCO,31,110.598,18.0,HARD,21.0,2024,Azerbaijan Grand Prix
535,OCO,31,110.988,19.0,HARD,22.0,2024,Azerbaijan Grand Prix
536,OCO,31,110.801,20.0,HARD,23.0,2024,Azerbaijan Grand Prix
537,OCO,31,110.349,21.0,HARD,24.0,2024,Azerbaijan Grand Prix
538,OCO,31,110.499,22.0,HARD,25.0,2024,Azerbaijan Grand Prix
539,OCO,31,110.812,23.0,HARD,26.0,2024,Azerbaijan Grand Prix
540,OCO,31,110.527,24.0,HARD,27.0,2024,Azerbaijan Grand Prix
541,OCO,31,110.162,25.0,HARD,28.0,2024,Azerbaijan Grand Prix
542,OCO,31,109.944,26.0,HARD,29.0,2024,Azerbaijan Grand Prix
543,OCO,31,109.753,27.0,HARD,30.0,2024,Azerbaijan Grand Prix
544,OCO,31,109.607,28.0,HARD,31.0,2024,Azerbaijan Grand Prix
545,OCO,31,109.526,29.0,HARD,32.0,2024,Azerbaijan Grand Prix
546,OCO,31,109.485,30.0,HARD,33.0,2024,Azerbaijan Grand Prix
547,OCO,31,109.702,31.0,HARD,34.0,2024,Azerbaijan Grand Prix
548,OCO,31,109.419,32.0,HARD,35.0,2024,Azerbaijan Grand Prix
549,OCO,31,109.086,33.0,HARD,36.0,2024,Azerbaijan Grand Prix
550,OCO,31,109.383,34.0,HARD,37.0,2024,Azerbaijan Grand Prix
551,OCO,31,108.831,35.0,HARD,38.0,2024,Azerbaijan Grand Prix
552,OCO,31,115.839,36.0,HARD,39.0,2024,Azerbaijan Grand Prix
553,OCO,31,109.555,37.0,HARD,40.0,2024,Azerbaijan Grand Prix
554,OCO,31,109.112,38.0,HARD,41.0,2024,Azerbaijan Grand Prix
555,OCO,31,108.944,39.0,HARD,42.0,2024,Azerbaijan Grand Prix
556,OCO,31,109.273,40.0,HARD,43.0,2024,Azerbaijan Grand Prix
557,OCO,31,109.059,41.0,HARD,44.0,2024,Azerbaijan Grand Prix
558,OCO,31,109.315,42.0,HARD,45.0,2024,Azerbaijan Grand Prix
559,OCO,31,108.994,43.0,HARD,46.0,2024,Azerbaijan Grand Prix
560,OCO,31,109.269,44.0,HARD,47.0,2024,Azerbaijan Grand Prix
561,OCO,31,109.018,45.0,HARD,48.0,2024,Azerbaijan Grand Prix
562,OCO,31,109.419,46.0,HARD,49.0,2024,Azerbaijan Grand Prix
563,OCO,31,109.507,47.0,HARD,50.0,2024,Azerbaijan Grand Prix
564,OCO,31,111.775,48.0,HARD,51.0,2024,Azerbaijan Grand Prix
565,OCO,31,115.188,49.0,HARD,52.0,2024,Azerbaijan Grand Prix
566,OCO,31,,50.0,SOFT,1.0,2024,Azerbaijan Grand Prix
567,NOR,4,123.761,1.0,HARD,1.0,2024,Azerbaijan Grand Prix
568,NOR,4,111.638,2.0,HARD,2.0,2024,Azerbaijan Grand Prix
569,NOR,4,110.219,3.0,HARD,3.0,2024,Azerbaijan Grand Prix
570,NOR,4,109.767,4.0,HARD,4.0,2024,Azerbaijan Grand Prix
571,NOR,4,109.386,5.0,HARD,5.0,2024,Azerbaijan Grand Prix
572,NOR,4,109.509,6.0,HARD,6.0,2024,Azerbaijan Grand Prix
573,NOR,4,109.104,7.0,HARD,7.0,2024,Azerbaijan Grand Prix
574,NOR,4,109.281,8.0,HARD,8.0,2024,Azerbaijan Grand Prix
575,NOR,4,108.811,9.0,HARD,9.0,2024,Azerbaijan Grand Prix
576,NOR,4,108.978,10.0,HARD,10.0,2024,Azerbaijan Grand Prix
577,NOR,4,108.556,11.0,HARD,11.0,2024,Azerbaijan Grand Prix
578,NOR,4,108.887,12.0,HARD,12.0,2024,Azerbaijan Grand Prix
579,NOR,4,109.033,13.0,HARD,13.0,2024,Azerbaijan Grand Prix
580,NOR,4,108.92,14.0,HARD,14.0,2024,Azerbaijan Grand Prix
581,NOR,4,110.169,15.0,HARD,15.0,2024,Azerbaijan Grand Prix
582,NOR,4,109.329,16.0,HARD,16.0,2024,Azerbaijan Grand Prix
583,NOR,4,108.709,17.0,HARD,17.0,2024,Azerbaijan Grand Prix
584,NOR,4,109.231,18.0,HARD,18.0,2024,Azerbaijan Grand Prix
585,NOR,4,109.082,19.0,HARD,19.0,2024,Azerbaijan Grand Prix
586,NOR,4,109.473,20.0,HARD,20.0,2024,Azerbaijan Grand Prix
587,NOR,4,108.888,21.0,HARD,21.0,2024,Azerbaijan Grand Prix
588,NOR,4,108.935,22.0,HARD,22.0,2024,Azerbaijan Grand Prix
589,NOR,4,109.749,23.0,HARD,23.0,2024,Azerbaijan Grand Prix
590,NOR,4,110.053,24.0,HARD,24.0,2024,Azerbaijan Grand Prix
591,NOR,4,108.579,25.0,HARD,25.0,2024,Azerbaijan Grand Prix
592,NOR,4,108.942,26.0,HARD,26.0,2024,Azerbaijan Grand Prix
593,NOR,4,109.141,27.0,HARD,27.0,2024,Azerbaijan Grand Prix
594,NOR,4,109.045,28.0,HARD,28.0,2024,Azerbaijan Grand Prix
595,NOR,4,109.267,29.0,HARD,29.0,2024,Azerbaijan Grand Prix
596,NOR,4,108.91,30.0,HARD,30.0,2024,Azerbaijan Grand Prix
597,NOR,4,108.802,31.0,HARD,31.0,2024,Azerbaijan Grand Prix
598,NOR,4,107.933,32.0,HARD,32.0,2024,Azerbaijan Grand Prix
599,NOR,4,107.947,33.0,HARD,33.0,2024,Azerbaijan Grand Prix
600,NOR,4,107.534,34.0,HARD,34.0,2024,Azerbaijan Grand Prix
601,NOR,4,107.667,35.0,HARD,35.0,2024,Azerbaijan Grand Prix
602,NOR,4,107.509,36.0,HARD,36.0,2024,Azerbaijan Grand Prix
603,NOR,4,111.037,37.0,HARD,37.0,2024,Azerbaijan Grand Prix
604,NOR,4,122.491,38.0,MEDIUM,1.0,2024,Azerbaijan Grand Prix
605,NOR,4,105.662,39.0,MEDIUM,2.0,2024,Azerbaijan Grand Prix
606,NOR,4,105.842,40.0,MEDIUM,3.0,2024,Azerbaijan Grand Prix
607,NOR,4,106.104,41.0,MEDIUM,4.0,2024,Azerbaijan Grand Prix
608,NOR,4,105.255,42.0,MEDIUM,5.0,2024,Azerbaijan Grand Prix
609,NOR,4,105.432,43.0,MEDIUM,6.0,2024,Azerbaijan Grand Prix
610,NOR,4,105.591,44.0,MEDIUM,7.0,2024,Azerbaijan Grand Prix
611,NOR,4,105.863,45.0,MEDIUM,8.0,2024,Azerbaijan Grand Prix
612,NOR,4,105.886,46.0,MEDIUM,9.0,2024,Azerbaijan Grand Prix
613,NOR,4,106.051,47.0,MEDIUM,10.0,2024,Azerbaijan Grand Prix
614,NOR,4,106.143,48.0,MEDIUM,11.0,2024,Azerbaijan Grand Prix
615,NOR,4,105.626,49.0,MEDIUM,12.0,2024,Azerbaijan Grand Prix
616,NOR,4,124.244,50.0,MEDIUM,13.0,2024,Azerbaijan Grand Prix
617,NOR,4,,51.0,MEDIUM,14.0,2024,Azerbaijan Grand Prix
618,COL,43,118.293,1.0,MEDIUM,1.0,2024,Azerbaijan Grand Prix
619,COL,43,110.41,2.0,MEDIUM,2.0,2024,Azerbaijan Grand Prix
620,COL,43,110.414,3.0,MEDIUM,3.0,2024,Azerbaijan Grand Prix
621,COL,43,109.916,4.0,MEDIUM,4.0,2024,Azerbaijan Grand Prix
622,COL,43,110.137,5.0,MEDIUM,5.0,2024,Azerbaijan Grand Prix
623,COL,43,109.722,6.0,MEDIUM,6.0,2024,Azerbaijan Grand Prix
624,COL,43,109.483,7.0,MEDIUM,7.0,2024,Azerbaijan Grand Prix
625,COL,43,109.302,8.0,MEDIUM,8.0,2024,Azerbaijan Grand Prix
626,COL,43,109.403,9.0,MEDIUM,9.0,2024,Azerbaijan Grand Prix
627,COL,43,113.374,10.0,MEDIUM,10.0,2024,Azerbaijan Grand Prix
628,COL,43,126.259,11.0,HARD,1.0,2024,Azerbaijan Grand Prix
629,COL,43,109.173,12.0,HARD,2.0,2024,Azerbaijan Grand Prix
630,COL,43,109.417,13.0,HARD,3.0,2024,Azerbaijan Grand Prix
631,COL,43,109.367,14.0,HARD,4.0,2024,Azerbaijan Grand Prix
632,COL,43,109.339,15.0,HARD,5.0,2024,Azerbaijan Grand Prix
633,COL,43,109.745,16.0,HARD,6.0,2024,Azerbaijan Grand Prix
634,COL,43,109.243,17.0,HARD,7.0,2024,Azerbaijan Grand Prix
635,COL,43,109.258,18.0,HARD,8.0,2024,Azerbaijan Grand Prix
636,COL,43,109.1,19.0,HARD,9.0,2024,Azerbaijan Grand Prix
637,COL,43,109.028,20.0,HARD,10.0,2024,Azerbaijan Grand Prix
638,COL,43,109.237,21.0,HARD,11.0,2024,Azerbaijan Grand Prix
639,COL,43,108.851,22.0,HARD,12.0,2024,Azerbaijan Grand Prix
640,COL,43,109.008,23.0,HARD,13.0,2024,Azerbaijan Grand Prix
641,COL,43,108.745,24.0,HARD,14.0,2024,Azerbaijan Grand Prix
642,COL,43,108.92,25.0,HARD,15.0,2024,Azerbaijan Grand Prix
643,COL,43,109.148,26.0,HARD,16.0,2024,Azerbaijan Grand Prix
644,COL,43,108.98,27.0,HARD,17.0,2024,Azerbaijan Grand Prix
645,COL,43,109.258,28.0,HARD,18.0,2024,Azerbaijan Grand Prix
646,COL,43,108.924,29.0,HARD,19.0,2024,Azerbaijan Grand Prix
647,COL,43,108.987,30.0,HARD,20.0,2024,Azerbaijan Grand Prix
648,COL,43,108.951,31.0,HARD,21.0,2024,Azerbaijan Grand Prix
649,COL,43,108.85,32.0,HARD,22.0,2024,Azerbaijan Grand Prix
650,COL,43,109.367,33.0,HARD,23.0,2024,Azerbaijan Grand Prix
651,COL,43,109.161,34.0,HARD,24.0,2024,Azerbaijan Grand Prix
652,COL,43,109.737,35.0,HARD,25.0,2024,Azerbaijan Grand Prix
653,COL,43,110.858,36.0,HARD,26.0,2024,Azerbaijan Grand Prix
654,COL,43,110.229,37.0,HARD,27.0,2024,Azerbaijan Grand Prix
655,COL,43,109.52,38.0,HARD,28.0,2024,Azerbaijan Grand Prix
656,COL,43,109.034,39.0,HARD,29.0,2024,Azerbaijan Grand Prix
657,COL,43,108.416,40.0,HARD,30.0,2024,Azerbaijan Grand Prix
658,COL,43,108.416,41.0,HARD,31.0,2024,Azerbaijan Grand Prix
659,COL,43,107.833,42.0,HARD,32.0,2024,Azerbaijan Grand Prix
660,COL,43,107.476,43.0,HARD,33.0,2024,Azerbaijan Grand Prix
661,COL,43,107.274,44.0,HARD,34.0,2024,Azerbaijan Grand Prix
662,COL,43,107.454,45.0,HARD,35.0,2024,Azerbaijan Grand Prix
663,COL,43,107.5,46.0,HARD,36.0,2024,Azerbaijan Grand Prix
664,COL,43,107.741,47.0,HARD,37.0,2024,Azerbaijan Grand Prix
665,COL,43,107.369,48.0,HARD,38.0,2024,Azerbaijan Grand Prix
666,COL,43,108.223,49.0,HARD,39.0,2024,Azerbaijan Grand Prix
667,COL,43,140.687,50.0,HARD,40.0,2024,Azerbaijan Grand Prix
668,COL,43,,51.0,HARD,41.0,2024,Azerbaijan Grand Prix
669,HAM,44,125.704,1.0,MEDIUM,1.0,2024,Azerbaijan Grand Prix
670,HAM,44,112.922,2.0,MEDIUM,2.0,2024,Azerbaijan Grand Prix
671,HAM,44,110.97,3.0,MEDIUM,3.0,2024,Azerbaijan Grand Prix
672,HAM,44,110.351,4.0,MEDIUM,4.0,2024,Azerbaijan Grand Prix
673,HAM,44,110.358,5.0,MEDIUM,5.0,2024,Azerbaijan Grand Prix
674,HAM,44,109.791,6.0,MEDIUM,6.0,2024,Azerbaijan Grand Prix
675,HAM,44,109.399,7.0,MEDIUM,7.0,2024,Azerbaijan Grand Prix
676,HAM,44,109.59,8.0,MEDIUM,8.0,2024,Azerbaijan Grand Prix
677,HAM,44,109.698,9.0,MEDIUM,9.0,2024,Azerbaijan Grand Prix
678,HAM,44,109.993,10.0,MEDIUM,10.0,2024,Azerbaijan Grand Prix
679,HAM,44,110.712,11.0,MEDIUM,11.0,2024,Azerbaijan Grand Prix
680,HAM,44,115.287,12.0,MEDIUM,12.0,2024,Azerbaijan Grand Prix
681,HAM,44,126.757,13.0,HARD,1.0,2024,Azerbaijan Grand Prix
682,HAM,44,108.984,14.0,HARD,2.0,2024,Azerbaijan Grand Prix
683,HAM,44,108.754,15.0,HARD,3.0,2024,Azerbaijan Grand Prix
684,HAM,44,108.527,16.0,HARD,4.0,2024,Azerbaijan Grand Prix
685,HAM,44,109.487,17.0,HARD,5.0,2024,Azerbaijan Grand Prix
686,HAM,44,108.632,18.0,HARD,6.0,2024,Azerbaijan Grand Prix
687,HAM,44,108.563,19.0,HARD,7.0,2024,Azerbaijan Grand Prix
688,HAM,44,108.495,20.0,HARD,8.0,2024,Azerbaijan Grand Prix
689,HAM,44,109.616,21.0,HARD,9.0,2024,Azerbaijan Grand Prix
690,HAM,44,110.666,22.0,HARD,10.0,2024,Azerbaijan Grand Prix
691,HAM,44,108.588,23.0,HARD,11.0,2024,Azerbaijan Grand Prix
692,HAM,44,108.433,24.0,HARD,12.0,2024,Azerbaijan Grand Prix
693,HAM,44,108.29,25.0,HARD,13.0,2024,Azerbaijan Grand Prix
694,HAM,44,107.828,26.0,HARD,14.0,2024,Azerbaijan Grand Prix
695,HAM,44,107.898,27.0,HARD,15.0,2024,Azerbaijan Grand Prix
696,HAM,44,108.045,28.0,HARD,16.0,2024,Azerbaijan Grand Prix
697,HAM,44,107.777,29.0,HARD,17.0,2024,Azerbaijan Grand Prix
698,HAM,44,108.494,30.0,HARD,18.0,2024,Azerbaijan Grand Prix
699,HAM,44,108.128,31.0,HARD,19.0,2024,Azerbaijan Grand Prix
700,HAM,44,107.867,32.0,HARD,20.0,2024,Azerbaijan Grand Prix
701,HAM,44,107.33,33.0,HARD,21.0,2024,Azerbaijan Grand Prix
702,HAM,44,109.101,34.0,HARD,22.0,2024,Azerbaijan Grand Prix
703,HAM,44,107.998,35.0,HARD,23.0,2024,Azerbaijan Grand Prix
704,HAM,44,108.903,36.0,HARD,24.0,2024,Azerbaijan Grand Prix
705,HAM,44,110.671,37.0,HARD,25.0,2024,Azerbaijan Grand Prix
706,HAM,44,109.22,38.0,HARD,26.0,2024,Azerbaijan Grand Prix
707,HAM,44,109.264,39.0,HARD,27.0,2024,Azerbaijan Grand Prix
708,HAM,44,108.576,40.0,HARD,28.0,2024,Azerbaijan Grand Prix
709,HAM,44,108.492,41.0,HARD,29.0,2024,Azerbaijan Grand Prix
710,HAM,44,107.3,42.0,HARD,30.0,2024,Azerbaijan Grand Prix
711,HAM,44,107.679,43.0,HARD,31.0,2024,Azerbaijan Grand Prix
712,HAM,44,108.135,44.0,HARD,32.0,2024,Azerbaijan Grand Prix
713,HAM,44,107.629,45.0,HARD,33.0,2024,Azerbaijan Grand Prix
714,HAM,44,107.667,46.0,HARD,34.0,2024,Azerbaijan Grand Prix
715,HAM,44,107.3,47.0,HARD,35.0,2024,Azerbaijan Grand Prix
716,HAM,44,107.236,48.0,HARD,36.0,2024,Azerbaijan Grand Prix
717,HAM,44,107.947,49.0,HARD,37.0,2024,Azerbaijan Grand Prix
718,HAM,44,141.579,50.0,HARD,38.0,2024,Azerbaijan Grand Prix
719,HAM,44,,51.0,HARD,39.0,2024,Azerbaijan Grand Prix
720,BEA,50,120.008,1.0,MEDIUM,1.0,2024,Azerbaijan Grand Prix
721,BEA,50,110.738,2.0,MEDIUM,2.0,2024,Azerbaijan Grand Prix
722,BEA,50,110.677,3.0,MEDIUM,3.0,2024,Azerbaijan Grand Prix
723,BEA,50,110.282,4.0,MEDIUM,4.0,2024,Azerbaijan Grand Prix
724,BEA,50,110.51,5.0,MEDIUM,5.0,2024,Azerbaijan Grand Prix
725,BEA,50,110.991,6.0,MEDIUM,6.0,2024,Azerbaijan Grand Prix
726,BEA,50,110.084,7.0,MEDIUM,7.0,2024,Azerbaijan Grand Prix
727,BEA,50,111.194,8.0,MEDIUM,8.0,2024,Azerbaijan Grand Prix
728,BEA,50,109.877,9.0,MEDIUM,9.0,2024,Azerbaijan Grand Prix
729,BEA,50,111.117,10.0,MEDIUM,10.0,2024,Azerbaijan Grand Prix
730,BEA,50,110.119,11.0,MEDIUM,11.0,2024,Azerbaijan Grand Prix
731,BEA,50,110.055,12.0,MEDIUM,12.0,2024,Azerbaijan Grand Prix
732,BEA,50,110.193,13.0,MEDIUM,13.0,2024,Azerbaijan Grand Prix
733,BEA,50,114.465,14.0,MEDIUM,14.0,2024,Azerbaijan Grand Prix
734,BEA,50,126.955,15.0,HARD,1.0,2024,Azerbaijan Grand Prix
735,BEA,50,110.038,16.0,HARD,2.0,2024,Azerbaijan Grand Prix
736,BEA,50,109.571,17.0,HARD,3.0,2024,Azerbaijan Grand Prix
737,BEA,50,108.714,18.0,HARD,4.0,2024,Azerbaijan Grand Prix
738,BEA,50,108.457,19.0,HARD,5.0,2024,Azerbaijan Grand Prix
739,BEA,50,108.769,20.0,HARD,6.0,2024,Azerbaijan Grand Prix
740,BEA,50,108.487,21.0,HARD,7.0,2024,Azerbaijan Grand Prix
741,BEA,50,109.905,22.0,HARD,8.0,2024,Azerbaijan Grand Prix
742,BEA,50,108.487,23.0,HARD,9.0,2024,Azerbaijan Grand Prix
743,BEA,50,108.214,24.0,HARD,10.0,2024,Azerbaijan Grand Prix
744,BEA,50,108.113,25.0,HARD,11.0,2024,Azerbaijan Grand Prix
745,BEA,50,108.305,26.0,HARD,12.0,2024,Azerbaijan Grand Prix
746,BEA,50,108.004,27.0,HARD,13.0,2024,Azerbaijan Grand Prix
